ID_project;ID_tot;category;id;degree;course;ay;school;school_website;IMMAGINI;Polarità;PIAZZATO;title;subtitle;description;old_description;team;faculty;project_website;Video;Link Video;hasVideo;video_link;Column 17;
FDV_MAT_4;FDV_MAT_4;MAT;4;Bachelor's Degree;Graduation Project;2023/2024;Tsinghua University, Department of Arts and Crafts, Beijing, China;https://www.tsinghua.edu.cn;Investigation#;Materialistic / Spiritual;;Investigation#;Engineering Drawing in Jewelry Design;Investigation# explores whether in the context of jewelry design, the technical language of engineering drawings, used to measure inlays and create mounting frames, has inherent characteristics, rather than being a neutral, self-evident discourse. In its exploration the project employs steel frames made through the forms of engineering drawing to inlay various dried fruits, questioning whether the measurement results are perfectly accurate, or are they subjective assumptions, hard to fully define. Investigation# seeks for references in the relationships between theoretical measurements and their material application, their meaning and their presence, their implications and their evidence.;;Zhou Heyang;Wang Xiaoxin;https://exhibition.ad.tsinghua.edu.cn/2023/;YES - 1:24;https://youtu.be/Whhh7Z9TC94?si=_w9DYio57Ib65RWG;youtube;Whhh7Z9TC94;;
FDV_MAT_5;FDV_MAT_5;MAT;5;Bachelor's Degree;;2024;Universidade de São Paulo, Faculdade de Arquitetura e Urbanismo e de Design, São Paulo, Brazil;https://www.fau.usp.br/;Project 01;Materialistic / Spiritual;;Apuá;Changing the Climate of Play;Apuá is a toy brand that fosters environmental empathy through play, inspiring future generations to protect the Earth. Apuá's Save the Penguin toy demonstrates the power of design to address urgent global challenges, such as climate change, engaging kids through the universal language of play. By focusing on children, it fosters the development of the next generation of climate and environmental stewards, cultivating empathy, curiosity, and confidence to imagine and create a more sustainable future.;;Ana Clara Pasqua Paulino, Maryanne Cerqueira, Keyske Higa, João Vitor de Sá, Gabriel Codognato;Denise Dantas, Sara Goldchmit;https://www.youtube.com/watch?v=rNJgLphC3dQ;YES - 1:00;https://www.youtube.com/watch?v=rNJgLphC3dQ;youtube;rNJgLphC3dQ;;
FDV_MAT_6;FDV_MAT_6;MAT;6;MA Fashion & Technology;Fashion Design MA 3;2024;University of Arts Linz, Institute of Space and Design, Linz, Austria;www.kunstuni-linz.at;PULMONAUT;Materialistic / Spiritual;;PULMONAUT;Craftsmanship, Technology and Design Through the Science of Breathing and the Art of Glass-blowing;In a digitally driven world, Pulmonaut explores breathing as a technology and universal language of connection. Merging scientific glassblowing in a contemporary fashion context, flexible glass sculptures visualize the spiritual essence of mindful breathing and movement. Flowing with fire while feeling through breath, glass embodies a symphony of surgical craftsmanship. Co-created with master craftsman Günther Mausz, this project highlights the power of multidisciplinary collaboration, amplifying craftsmanship as an art of our future and breathing as a technology of our present.;;Lia Larrea, Günther Mausz;Karin Krapfenbauer, Sander Hofstee, Ute Ploier;lialarrea.com;YES - 2:50;https://youtu.be/lZACz-fC7v8;youtube;lZACz-fC7v8;;
FDV_MAT_7;FDV_MAT_7;MAT;7;Bachelor of Design;Design Honours Project;2024;University of New South Wales (UNSW), Faculty of Arts, Design and Architecture, School of Art & Design,, Sydney, Australia;https://www.unsw.edu.au/arts-design-architecture/our-schools/art-design;Transparent paths;Materialistic / Spiritual;;Transparent Paths ;Reframing Waste as a Precious Resource;Single-use plastic pallet wrap is used widely in the transportation industry for convenience and efficiency, and accounts for 1.5% of global plastic waste. Transparent Paths reimagines the value of waste pallet wrap, repurposing it into strong, luminous yarn to be woven. Engaging with waste material through the meditative act of weaving a reflective practice is fostered, promoting both spiritual well-being and sustainability in a world shaped by overconsumption. The woven textiles reframe waste as a valuable resource for reuse.;;Lilli Taranto;Katherine Moline, Chantelle Baistow;•	https://lilt--studio.squarespace.com/work/transparentpaths ;YES - 5:34;https://www.youtube.com/watch?v=5UJPEBmsv2I;youtube;5UJPEBmsv2I;;
FDV_MAT_8;FDV_MAT_8;MAT;8;Industrial Design;;2024;Kyushu University, School of Design, Fukuoka, Japan;https://www.design.kyushu-u.ac.jp/en/home/;Sole and Soul;Materialistic / Spiritual;Y;Sole and Soul;Exploring the Material and Spiritual Essence of Footwear;Shoes are more than material possessions: they shape our identity and movement through the world. Sole and Soul investigates the duality of the material and the spiritual in footwear utilizing Kyushu’s regional materials and Vibram’s advanced technology. Guided by a Design Narratives Worldmaking (DNW) approach, the project explores how shoes can go beyond function to embody cultural narratives, values, and the interplay between physical craftsmanship and deeper meaning.;"Shoes are more than material possessions; they shape our identity and movement through the world. Sole and Soul investigates the duality of the material and the spiritual in footwear utilizing Kyushu’s regional materials and Vibram’s advanced technology. Guided by a Design Narratives Worldmaking (DNW) approach, the project explores how shoes can go beyond function to embody cultural narratives, values, and the interplay between physical craftsmanship and deeper meaning.";Kotoko Aratani, Yamato Ito, Kasumi Oki, Misaki Otaguro, Kilinc Yoheisuleyman;Yasuyuki Hayama, Masaya Hashimoto;;YES;;;;;
FDV_MAT_9;FDV_MAT_9;MAT;9;MSc Architecture, Built Environment, Interiors;Interior Design Studio;2024/2025 ;Politecnico di Milano, School of Architecture, Urban Planning and Construction Engineering, Milan, Italy;https://www.polimi.it/;Architettura_Salvadeo;Materialistic / Spiritual;;SOTTO | SUONO;Sound as a Social and Spiritual Bond;This project explores the role of a sacred space in a big city’s life, like that of Milano. In a reality where sacred seems completely detached to daily, music is the answer to this inclusion problem: the sound of a choir or prayers immediately reminds us about the numinous and can be recognizable by everyone, even from a busy street and even from a mass underground. The sacred space, represented by church of San Sepolcro in Milan, presents an underground level, where three different devices hide the pipe organ, the choir and the prayer sound, that spread through the upper level, and a little square, where everyone can interact with the church, bringing the spiritual element of this project to everyone in their daily lives.;;Fabio Girelli, Camilla Margherita Giussani, Alessandra Introini;Matteo Umberto Poli, Pierluigi Salvadeo;;YES - 01:49;https://1drv.ms/v/c/94a5dcbbcd78dd6f/EbMuNPMkT4hJji9k0pPgSrIBKTQT61TpEWcGx6Ju1qWq6Q?e=0vNIuo;file;https://1drv.ms/v/c/94a5dcbbcd78dd6f/EbMuNPMkT4hJji9k0pPgSrIBKTQT61TpEWcGx6Ju1qWq6Q?e=0vNIuo;;
FDV_OBE_1;FDV_OBE_1;OBE;1;BA Graphic Design ;;2024/2025;Loughborough University, School of Design and Creative Arts, Loughborough, United Kingdom;https://www.lboro.ac.uk/;Project 02;Obedience / Disobedience;;Deepfakes & Misinformation ;Countering AI-Driven Deception in the Digital Age;The rapid rise of Artificial Intelligence has fueled the spread of deepfakes and misinformation in the digital age, eroding trust and distorting reality. Deepfakes & Misinformation introduces ‘Artificial Alerts,’ a solution to expose the risks of digital deception and highlight the need for transparency. Through a visual campaign and innovative metadata UI concept, the project raises awareness of AI-driven misinformation, empowering audiences to navigate the digital world confidently while exploring how design can rebuild trust between artificial systems and natural human perception.;;Fraser Rollafson ;Charlie Henshaw, Rhiannon Payne, Jem Robinson;https://youtu.be/k3HYSOvIML0;NO;;;;;
FDV_OBE_2;FDV_OBE_2;OBE;2;Industrial Design - Identity Design Specialization;Typography;2024;STRATE, Sevres, France;https://www.strate.design/;Mbind;Obedience / Disobedience;;Mbind;Chercher Ses Mots / Searching for Words;"Chercher ses mots is a project that addresses linguistic discrimination, examining power dynamics between languages and writing systems. It explores how linguistic identities are shaped by colonial legacies, leading to polarization and animosity between communities. Using the ""Mbind"" typeface, inspired by Senegalese culture, the project navigates the tension between individual and collective identities. It proposes design as a medium for decolonial emancipation, bridging divides, respecting diversity, and fostering dialogue to create a more inclusive society.";;Leo Rosina;Pierre Maffi, Gia Tran;https://drive.google.com/file/d/1lg0Zi8nKj-9ihdKz-Vb2bEynk1n6xbNX/view?usp=sharing;;;file;;;
FDV_OBE_3;FDV_OBE_3;OBE;3;MSc Design for Interaction ;Graduation Project;2024;TU Delft, Faculty of Industrial Design Engineering, Delft, Netherlands;https://www.tudelft.nl/en/ide;Absurdist chatbots;Obedience / Disobedience;1/2;Absurdist Chatbots;A pataphysical design challenging trust in generative AI chatbots;Can absurdist chatbots change how we design AI? Inspired by the surrealist philosophy of pataphysics, this project uses absurdist, critical design to question AI solutionism, specifically trustworthy AI. Three travel chatbots were developed, each addressing core requirements of trustworthy AI—transparency, human control, or fairness. By exaggerating the mechanisms behind these assumed requirements, users are prompted to critically reflect on the pursuit of trustworthy AI. In doing so, the project disobeys the prevailing view of AI as a catch-all solution, creating space to rethink the way we should design AI.;;Romée Postma;Roy Bendor, Kars Alfrink;https://www.4tu.nl/du/projects/Absurdist-Chatbots/;YES - 4:05;https://www.youtube.com/watch?v=MbevD1j-QtI;youtube;MbevD1j-QtI;;
FDV_OBE_4;FDV_OBE_4;OBE;4;BSc Fashion Design;Final Synthesis Studio - Knitwear Design;2024/2025;Politecnico di Milano, School of Design, Milan, Italy;www.moda.polimi.it/en/courses/corso-triennale;FDV_OBE_4;Obedience / Disobedience;Y;Chic, but Make It Kitsch;Embracing Kitsch as sn Inclusive Form of Self-Expression;Chic, but Make It Kitsch defies fashion’s rigid disparities, offering an inclusive, bold alternative for all. The project reimagines the twin set, once a symbol of privilege and exclusivity, in such a way that blurs the line between elitism and personal expression. Through the playful language of kitsch, the garment was turned into a vibrant, free and expressive piece, breaking away from imposed notions of elegance. Color and contrast choices contribute to challenging traditional aesthetics and make the twin set accessible to new, democratic forms of beauty.;;Carlotta Ferrarini;Giovanni Maria Conti, Luigi De Nardo, Martina Motta, Laura Affinito, Laura Vicelli;;;;;;3480082664 Carlotta;
FDV_OBE_5;FDV_OBE_5;OBE;5;BSc Communication Design;Final Synthesis Design Studio - Sect. 1;2023/2024;Politecnico di Milano, School of Design, Milan, Italy;www.designdellacomunicazione.polimi.it;41_Partito del pomodoro;Obedience / Disobedience;;Partito del Pomodoro;Italy's Freshest Political Party;Partito del Pomodoro, or PdP, is a nationalist party that idolizes the tomato as a symbol of Italian cuisine and tradition, with the goal of promoting exploitation. Led by the charismatic tomato-leader Pomì, the PdP spreads its ideology through the R.O.S.S.A., a device that allows its supporters, known as “pummaroli,” to visualize the changes the party seeks to implement. Through irony, Partito del Pomodoro wants to serve as a powerful tool to oppose the status quo and signal dissent by highlighting the absurdity of certain ideologies.;;Caterina di Noia, Luna Macelloni, Martina Stucchi, Mauro Van Reusel, Giada Vercesi, Alexandra Zotica;Francesco Guida, Pietro Buffa, Alessandro Masserdotti, Giacomo Scandolare;https://partitodelpomodoro.github.io/pdp_sito/;YES - 2:24;https://www.youtube.com/watch?v=g1wQLu-o2zA;youtube;g1wQLu-o2zA;;
FDV_OBE_6;FDV_OBE_6;OBE;6;MSc Interior and Spatial Design;Landscape and Interior - Spatial Design 2;2023/2024;Politecnico di Milano, School of Design, Milan, Italy;www.design.polimi.it;FDV_OBE_6;Obedience / Disobedience;;Courage is ABSURD;Design is Courage;Courage is ABSURD explores the paradox of courage as both heroic and self-destructive. In the traditional view of courage, it is a virtue and its risks are rarely questioned. The installation challenges these norms, prompting reflection on the fine line between bravery and blind adherence to heroic ideals. Users must decide whether to walk under the hovering stones, facing perceived danger. Avoiding the risk aligns with self-preservation, while crossing symbolizes defiance of rational fear. This experience invites contemplation on courage as both a noble act and an absurd impulse.;;Debora Baratta, Liu Fangxiao, Francesca Gavotti, Matteo Zoppellaro;Michele De Lucchi, Francesca Balena Arista, Marco De Santi, Francesco Clerici, Giada Boromello, Nicolò Chierichetti, Alessia Soressi;;Courage is ABSURD 1:07;https://polimi365-my.sharepoint.com/:v:/r/personal/10533106_polimi_it/Documents/POLIMI/LANDSCAPE%20AND%20INTERIOR%20SPATIAL%20DESIGN/COURAGE%20WORKSHOP%20%5B2024%5D/Students%20-%20Landscape%20and%20Interior%20Spatial%20Design%20Studio%20%5B2024%5D/3_DIGITAL%20DELIVERIES/EXAM%20-%20Exam%20Delivery%20(July%2011th)/2024_G04_Courage%20is%20Absurd/01_The%20final%20Video/G04_Courage%20is%20Absurd_video.mp4?csf=1&web=1&nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJTdHJlYW1XZWJBcHAiLCJyZWZlcnJhbFZpZXciOiJTaGFyZURpYWxvZy1MaW5rIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXcifX0%3D&e=pdqX6g;file;https://polimi365-my.sharepoint.com/:v:/r/personal/10533106_polimi_it/Documents/POLIMI/LANDSCAPE%20AND%20INTERIOR%20SPATIAL%20DESIGN/COURAGE%20WORKSHOP%20%5B2024%5D/Students%20-%20Landscape%20and%20Interior%20Spatial%20Design%20Studio%20%5B2024%5D/3_DIGITAL%20DELIVERIES/EXAM%20-%20Exam%20Delivery%20(July%2011th)/2024_G04_Courage%20is%20Absurd/01_The%20final%20Video/G04_Courage%20is%20Absurd_video.mp4?csf=1&web=1&nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJTdHJlYW1XZWJBcHAiLCJyZWZlcnJhbFZpZXciOiJTaGFyZURpYWxvZy1MaW5rIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXcifX0%3D&e=pdqX6g;;
FDV_SEL_1;FDV_SEL_1;SEL;1;MFA Transdisciplinary Design;Borders Media and Boundaries - Thesis Studio;2024;Parsons School of Design / The Newschool, School of Design Strategies, New York, NY, United States of America;https://www.newschool.edu/parsons/;Project 02;Selfness / Otherness;Y;Buzz Beyond Borders;Transborder Realities: Stories of Resilience and Connection Across Borders;Buzz Beyond Borders amplifies the unheard voices of 39,600 transborder students who navigate daily crossings between Mexico and the U.S. for their K through college education. Rooted in collaborative storytelling, this initiative uses a simple yet transformative tool, a phone, to document and share stories, fostering solidarity and understanding across boundaries. These iterative exchanges cultivate a community where students, families, and educators shape collective imagination and extend resources. Created by transborder students themselves, the initiative aims to reach policymakers to drive meaningful change.;;Frida Moreno Cabrera, Skylar Wang;Lara Penin, Amir Husak;https://www.instagram.com/buzzbeyondborders/       -https://www.newschool.edu/parsons/profile/frida-moreNO-and-skylar-wang/;YES - 3:32;https://youtu.be/2PSL_hjUir0;youtube;2PSL_hjUir0;;
FDV_SEL_2;FDV_SEL_2;SEL;2;Master's and Doctoral Program in Design;Advanced Art and Design;2024;The University of Tokyo, Research Center for Advanced Science and Technology, Tokyo, Japan;www.rcast.u-tokyo.ac.jp;Project 01;Selfness / Otherness;Y;Mandala Project;A Nature-Centered Perspective;"A shift in perspective to a nature-centered approach: we have a conviction this is the key for the symbiotic future between nature and humanity. This project is inspired by Mandala, the diagram of harmony among various beings. At this year's Osaka Expo, we plan to exhibit this work incorporating traditional craftsmanship and wishes of children for the future. And the fragrance based on the legends about the lotuses and roses will be added to this. This is composed of altruistic behavior toward each other.";;K. Nakagawa, I. Kenjyo, S. Ooshima, M. Teramoto, T. Takuma, A. Nakagami, F. Yamauchi, H. Wakui, Y. Koshima, I. Murata, T. Sasaki, R. Mashiko, K. Takahata, A. Okui, N. Nakamura, K. Fujiwara;Ryohei Kanzaki, Kaoru Kondo, Hideki Yoshimoto, Jyunkei Matsunaga, Jun Sakuragi;https://www.brain.rcast.u-tokyo.ac.jp/aad/mandala/;;;;;;
FDV_SEL_4;FDV_SEL_4;SEL;4;BA Fashion & Technology;Fashion Design BA 6;2024;University of Arts Linz, Institute of Space and Design, Linz, Austria;www.kunstuni-linz.at;Deceiving Happiness;Selfness / Otherness;;Deceiving Happiness;Social Protection Mechanisms Turned Into Physical Space;Trauma teaches us from an early age to suppress our feelings and build an invisible barrier to the outside world. This facade serves as self-protection to skillfully ward off danger. Seemingly cheerful and carefree, but often vulnerable and isolated. Deceiving Happiness explores social protection mechanisms and translates them into physical space. Playful, organic shapes made of soft materials envelop the body. Stuffed and padded, they invite you to cuddle them but disguise the fact that they are armor. A role that we take on. A fictional character.;;Max Menschhorn;Karin Krapfenbauer, Sander Hofstee, Ute Ploier, Christiane Luible-Bär;;YES - 0:50;https://youtu.be/2t2PvgUhPBs;youtube;2t2PvgUhPBs;;
FDV_SEL_5;FDV_SEL_5;SEL;5;Bachelor of Science, Design + Environmental Analysis;Magnifying Small Spaces Studio;2024;Cornell University, College of Human Ecology, Department of Human Centered Design, Ithaca, NY, United States of America;https://www.human.cornell.edu/hcd;Project 03;Selfness / Otherness;;Civic Playground Project;Version 01;The Civic Playground Project is a speculative research initiative centered on “civic toys”: manipulable, community-oriented 3D objects that encourage collaborative creativity and problem-solving. The first iteration aims to enable individuals from diverse backgrounds, skills, and abilities to engage in shared making while easing tensions inherent in collaborative processes. By balancing individual contributions with collective configurations, civic toys provide inclusive frameworks that foster imaginative exploration, cooperative interaction, and participatory expression.;;Lee Brunco, Julia Kan, Gracie Meek, Arleigh Parr, Elena Sabinson;Leighton Beaman, Zaneta Hong;https://www.materialpropositions.org/civic-playground-project-v01;Can produce one of approximately 3 minutes;;;;;
FDV_SEL_6;FDV_SEL_6;SEL;6;Bachelor Degree;Final Thesis;2024;Estonian Academy of Arts, Faculty of Design, Tallinn, Estonia;www.artun.ee;Project 02;Selfness / Otherness;;SLÄNGER;The Slang Calendar of Estonian Language;Language is not defined by a set of rules. The expression “distortion of language” loses its meaning, because language is alive, metaphorical and fragile, it can react quickly to environmental changes and becoming the best means of communication. Nonetheless, the lack of a common understanding of language can lead to a feeling of alienation and disconnection. Within this context, Slänger started out of a desire to clarify slang, but also to effectively introduce it to a larger audience. To achieve this goal, it introduces modern Estonian slang in a calendar format that promotes learning new words – one word a week and space to reflect. The form of the calendar removes the formalities of a classic dictionary and provides visual support for the humour and playfulness of slang. Without diving deep into the history, rules nor definitions, Slänger encourages us to communicate through finding common ground.;;Ljubov Terukova;Ott Kagovere, Alexandra Margetic;;;;;;;
FDV_SEL_7;FDV_SEL_7;SEL;7;BSc Communication Design;Final Synthesis Design Studio - Sect. 2;2024/2025;Politecnico di Milano, School of Design, Milan, Italy;www.designdellacomunicazione.polimi.it;Project 61;Selfness / Otherness;Y;We Say Stop;Between Violence and Discrimination;We Say Stop: Between Violence and Discrimination is a path that focused on the social responsibility of communication designers through the creation of campaigns aimed at informing and raising community’s awareness on gender-based violence and the forms of discrimination connected to it, implicitly developing the reflection on the relationship between selfness and otherness. /n Each editorial artifact explores and delves into one of the many forms of gender-based violence: psychological abuse, stalking, cyberstalking, sexting coercion, revenge porn, sexual violence, till more recent and lesser-known phenomena such as sexually themed deepfake, providing an in-depth overview of the phenomenon, through definitions, data, useful elements to recognize it, and available support channels.;;S. Crescenzo, F. Genovese, Z. Li, J. Mo, L. Palatiello, S. Xu, G. Caselli, J. S. Colzani, G. Garbelli, M. Nichilo, J. Simon, M. Canevari, M. Caspani, E. Guerra, C. Poltresi, M. Terraneo, M. Figini, A. Gaffuri, T. Perniola, S. Solombrino, B. C. Zani, D. Bellassai, M. Brighel, A. D’Amato, C. Marinelli, J. Silva Ribeiro, D. Arzano, T. A. Cipolato, N. Hu, M. Loda, C. Tonini, M. Ferrenti, G. E. Girardi, L. Maccherone, M. Nenna, N. Paravar, M. Tremolada, K. Claudio, M. Ferrini, M. Mercorillo, P. Savarese, J. Torres Alemany, G. Ferretti, A. Marsili, B. Nati, M. Sanguineti, L. Toniazzo, S. Dutchina, L. Grimelli, T. Patrini, G. Rinaldo, G. Scherini, M. D’Ettorre, A. Frizzarin, C. Gallio, R. Mandelli, C. Sportoletti, L. De Bortoli, G. Di Bella, C. G. Iorlano, G. Lo Manto, S. Mattiolo, D. Rezza.;Valeria Bucchetti, Francesca Casnati, Umberto Tolino, Pamela Visconti;;;;;;;
FDV_SEL_8;FDV_SEL_8;SEL;8;BSc Interior Design;Final Synthesis Design Studio - Sect. 1;2024/2025;Politecnico di Milano, School of Design, Milan, Italy;www.design.polimi.it;FDV_SEL_8;Selfness / Otherness;;A-LIGN;Without Landmarks;The identity of the Politecnico is key to defining the campus and conveying its values. Nonetheless, the identity of the students who spend their days on campus doesn't always match it. A-LIGN proposes a re-desgn of Politecnico's spaces in such a way that inspires  students and connects them with each other and their university, bringing together the different identities (the institutional one and that of its students) in an engaging end dynamic academic environment where both can respectfully coexist.;;Sara Bedini, Marco Colombo, Zeno Ferrari, Jori Kaduku, Mascia Maestri, Cristian Ricotta;Barbara Del Curto, Giulia Gerosa, Ilaria Marelli, Massimo Reccanello;;;;;;;
OD_COM_2;FDV_IND_6;IND;6;MSc Communication Design;Final Synthesis Design Studio - Sect. 2;2024/2025;Politecnico di Milano, School of Design, Milan, Italy;www.designdellacomunicazione.polimi.it;Trame d'attesa;Individual / Collective;;Trame d'Attesa;Next Mobility: Youth Visions on the Future of Mobility;"Trame d'attesa emerged from a reflection on the future of mobility and its emotional and psychological impact. In an increasingly fast-paced world, where technological advancements aim to eliminate inefficiencies, moments of waiting remain one of the few constants we cannot escape. Despite ongoing efforts to optimize transportation and reduce travel times, we are often confronted with delays, missed connections, and unavoidable pauses. From this realization, the Trame d'attesa podcast was born. This innovative format explores new ways of ""looking at time passing by."" Through everyday stories and the intimate reflections of the storyteller, listeners are invited to explore new approaches to interacting with suspended time, encouraging a shift toward more positive perceptions of these often-overlooked moments.";;Silvia Caramola, Giorgia Carrino, Marco Convento, Riccardo Daminato, Carla Dinolfo, Matteo Semeraro;Francesca Piredda, Mariana Ciancia, Katia Goldoni, Marco Ronchi;;YES - 1:34;;file;;;
OD_DE_1;FDV_ENA_13;ENA;13;MSc Design & Engineering;Product Development Design Studio 1 (DE1);2024/2025;Politecnico di Milano, School of Design, Milan, Italy;www.design-engineering.polimi.it;Riva;Enabling / Relieving;;Riva;Collaboration with Bugatti Casa;Riva reimagines the home kettle by combining cutting-edge design, technological innovation, and user-centric functionality. Designed for cooking enthusiasts, Riva minimizes user actions, provides precise temperature control for various hot beverages, and serves as an aesthetic statement in the kitchen. It revolutionizes the water-boiling experience with an innovative flow management system: thanks to the lid’s convergent shape, water is optimally directed into the kettle body, ensuring efficiency and ease of use. The lid features an automatic valve that opens with water pressure, eliminating the need to lift the cover manually and regulate the water flows inside the kettle, ensuring both efficiency and safety. With its ergonomic design and intuitive interface featuring temperature presets, Riva offers a precise and effortless user experience.;;Jacopo Ballerini, Alberto Baltar Cerero, Marcello Mariotti, Ines Maria Martinez de Lahidalga Logrono;Venere Ferraro, Giorgio Colombo, Marina Carulli;;;;;;;
OD_DE_2;FDV_ENA_14;ENA;14;MSc Design & Engineering;Product Development Design Studio 2 (DE1);2023/2024;Politecnico di Milano, School of Design, Milan, Italy;www.design-engineering.polimi.it;HEBI;Enabling / Relieving;Y;Hebi;The Most Versatile Massage Device;HEBI redefines massage devices with three rotating joints, enabling countless combinations beyond single-function devices. Its innovative internal mechanism combines pulsating and rotating movements, while the redesigned massage head enhances effectiveness. Compact and easy to carry, HEBI is ideal for both home and travel use. Its modular joints improve flexibility, allowing you to reach and massage even the most distant and difficult areas of the body, thanks to its modules and their joints.;;Giacomo Cafaro, Matteo Gariboldi, Matteo Molli, Pearson Thomas, Lan Yang;Giuseppe De Bellis, Riccardo Negri, Romina Santi;;;;;;;
OD_DFS_1;FDV_IND_7;IND;7;MSc Design for the Fashion System;Design for the Fashion System - Advanced Manufacturing for Sustainable Fashion;2024/2025;Politecnico di Milano, School of Design, Milan, Italy;www.moda.polimi.it/en/courses/corso-magistrale-201920;Nights;Individual / Collective;Y;NightS;Making Nighttime Scooter Riding Safer;Designed with the goal of giving back the street to those without cars, NightS is a smart jacket for nighttime e-scooter riders. Born from a future vision where e-clothing promotes sustainability and circularity while enhancing human-embodied experiences, NightS incorporates smart technologies to improve the nighttime riding experience. It enhances visibility through reflective materials, improves urban mobility safety with strategically placed padding, and integrates sensors for fall detection. Using Arduino, 3D printing, and laser cutting for production, the design minimizes waste and ensures recyclability by enabling the disassembly of both the technological components and the jacket itself.;;Chiara Antifora, Peilin Cai, Lixiang Chen, Valentina Giuliani, Vanessa Lombardi,  Chenning Lu, Chaelin Park, Gerardo Felice Petrozzi;Daria Casciani, Mattia Ciurnelli;;YES - 0:46;NightS;youtube;L2epC1M_PhI;;
OD_DFS_3;FDV_MAT_13;MAT;13;MSc Design for the Fashion System;Accessory Design Studio;2024/2025;Politecnico di Milano, School of Design, Milan, Italy;www.moda.polimi.it/en/courses/corso-magistrale-201920;50_Closeloop;Materialistic / Spiritual;;Closeloop;Made to Be Made Again;The aim of this project is to inspire a reflection about how circular design can help the fashion and industry find new ways of transforming itself in a sustainable way, through a playful, dynamic use of aesthetics and communication. Discarded plastic materials become the inspiration to design something “made to be made again”. Closeloop creates a collection of accessories using circular, cheerful and dynamic shapes starting from childhood objects and toys. Leveraging 3D printing and attentive research on conscious materials, the products are easily recyclable as they are made from a singular material. The project revolves around the concept of connection, which is expressed through the shapes of the accessories, the connection between past and present behind the concept (childhood toys becoming adult accessories, as well as that of present and future state of the materials (recycling). ;;Sara Tridente;Alba Cappellieri, Francesco Ballestrazzi, Andrea Della Vecchia, Livia Tenuta;https://drive.google.com/file/d/16-oZ6y8EaCk550U1aQaRVt5Xs-w0iBUI/view?usp=share_link;;;;;;
OD_IPD_2;FDV_CEN_7;CEN;7;MSc Integrated Product Design;Product Development Studio (IP1);2024/2025;Politecnico di Milano, School of Design, Milan, Italy;www.productdesign.polimi.it/laurea-magistrale;11_Tete Ya Mama;Center / Boundaries;Y;Tete Ya Mama;Practical Solutions for Everyday Challenges;On-demand 3D printing enables quick responses to local needs, promoting local production to address specific issues. Tete Ya Mama was born from the desire to use 3D printing to solve real-world problems, particularly in less developed contexts and emerging countries. The identified opportunity was addressing congenital malformations, specifically cleft palates, a condition that hinders breastfeeding and can cause malnutrition, particularly in African countries. This led to the creation of Tete Ya Mama, a 3D printed device that facilitates breastfeeding, making it safer and more effective. The device is digitally modeled and printed as needed, ensuring resource access to everyone in need and demonstrating how innovation can address major global challenges starting from a more specific topic or need.;;Anna Maria Cabini, Viola Cucchi, Anna Ingaramo, Marco Poggianti, Greta Tassi;Francesco Zurlo, Barbara Del Curto, Alessandro Perrone;;;;;;;
OD_ISD_1;FDV_FEW_7;FEW;7;MSc Interior and Spatial Design;New Interiors 2;2023/2024;Politecnico di Milano, School of Design, Milan, Italy;www.design.polimi.it;Project 04;For-Few / For-All;;Redefining Limits;Paralympics’ Impact on Disability Perception;Redefining Limits is a pavilion designed to encourage a reflection on the evolution of perceptions surrounding disability and social inclusion, particularly influenced by events like the Paralympic Games. While the journey toward full inclusion is ongoing, the pavilion emphasizes its importance. Designed to be inclusive and accessible, it features tactile paths for the visually impaired, ensuring a comprehensive experience for all. With three distinct entrances, the pavilion invites visitors to explore the theme of disability from various perspectives, offering a space for reflection and dialogue.;;Lucia Bonanomi, Riccardo Grandi, Lorenzo Secolin, Francesca Trentani;Ico Migliore, Paolo Giacomazzi;;YES - 1:00;https://drive.google.com/file/d/1x-R0W1ZNfGAXbU2124KgC0T7GYyKNzCz/view?usp=share_link;file;https://drive.google.com/file/d/1x-R0W1ZNfGAXbU2124KgC0T7GYyKNzCz/view?usp=share_link;;
OD_ISD_2;FDV_MAT_14;MAT;14;MSc Interior and Spatial Design;Thesis Incubator Studio;2024/2025;Politecnico di Milano, School of Design, Milan, Italy;www.design.polimi.it;47_Living in the Pause;Materialistic / Spiritual;;Living in the Pause;A Space to Fill the Void;Amid the relentless pace of urban life, Living in the Pause offers a haven of tranquillity in the heart of Lomellina’s rural landscape. It invites visitors to pause, breathe, and reconnect with nature while discovering the region’s rich agricultural heritage. Partnerships with small family-run food businesses and local musicians enhance the experience, bringing Lomellina’s unique flavours and creative spirit to life. At its core, it fosters an environment where people and nature coexist harmoniously. It’s not just a retreat but a holistic experience that nurtures the body, mind, and soul.;;Lakshmi Raj Mookla;Giovanna Piccinno, Chiara Sangermani, Alice Cristina Jola Zingales;;;;;;;
